10/08/2022 01:46:30 PM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/09/2022 10:42:38 PM | INFO | Go to https://www.demo.guru99.com/V4/
10/09/2022 10:42:43 PM | INFO | enter userID
10/09/2022 10:42:43 PM | INFO | enter Password
10/09/2022 10:42:43 PM | INFO | click login button
10/09/2022 10:42:43 PM | INFO | Getting page title
10/09/2022 10:42:43 PM | INFO | Actual page title is: Guru99 Bank Home Page
10/09/2022 10:42:43 PM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/09/2022 10:42:43 PM | ERROR | Test Case Failed.
10/09/2022 11:33:13 PM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/09/2022 11:33:13 PM | INFO | Go to https://www.demo.guru99.com/V4/
10/09/2022 11:33:17 PM | INFO | enter userID
10/09/2022 11:33:17 PM | INFO | enter Password
10/09/2022 11:33:17 PM | INFO | click login button
10/09/2022 11:33:18 PM | INFO | Getting page title
10/09/2022 11:33:18 PM | INFO | Actual page title is: Guru99 Bank Manager HomePage
10/09/2022 11:33:18 PM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/09/2022 11:33:18 PM | INFO | Test Case Passed.
10/10/2022 12:03:41 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:03:41 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:03:45 AM | INFO | enter userID
10/10/2022 12:03:45 AM | INFO | enter Password
10/10/2022 12:03:45 AM | INFO | click login button
10/10/2022 12:03:46 AM | INFO | Getting page title
10/10/2022 12:03:46 AM | INFO | Actual page title is: Guru99 Bank Manager HomePage
10/10/2022 12:03:46 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:03:46 AM | INFO | Test Case Passed.
10/10/2022 12:15:50 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:15:50 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:15:54 AM | INFO | enter userID
10/10/2022 12:15:54 AM | INFO | enter Password
10/10/2022 12:15:54 AM | INFO | click login button
10/10/2022 12:15:55 AM | INFO | Getting page title
10/10/2022 12:16:59 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:16:59 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:17:04 AM | INFO | enter userID
10/10/2022 12:17:04 AM | INFO | enter Password
10/10/2022 12:17:04 AM | INFO | click login button
10/10/2022 12:17:04 AM | INFO | Getting page title
10/10/2022 12:17:48 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:17:48 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:17:52 AM | INFO | enter userID
10/10/2022 12:17:52 AM | INFO | enter Password
10/10/2022 12:17:52 AM | INFO | click login button
10/10/2022 12:17:52 AM | INFO | Getting page title
10/10/2022 12:17:52 AM | INFO | Actual page title is: 
10/10/2022 12:17:52 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:17:52 AM | ERROR | Test Case Failed.
10/10/2022 12:18:22 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:18:22 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:18:26 AM | INFO | enter userID
10/10/2022 12:18:26 AM | INFO | enter Password
10/10/2022 12:18:26 AM | INFO | click login button
10/10/2022 12:18:26 AM | INFO | Getting page title
10/10/2022 12:18:26 AM | INFO | Actual page title is: 
10/10/2022 12:18:26 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:18:26 AM | ERROR | Test Case Failed.
10/10/2022 12:21:52 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:21:52 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:21:56 AM | INFO | enter userID
10/10/2022 12:21:56 AM | INFO | enter Password
10/10/2022 12:21:56 AM | INFO | click login button
10/10/2022 12:21:57 AM | INFO | Getting page title
10/10/2022 12:21:57 AM | INFO | Actual page title is: 
10/10/2022 12:21:57 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:21:57 AM | ERROR | Test Case Failed.
10/10/2022 12:21:57 AM | INFO | enter userID
10/10/2022 12:21:58 AM | INFO | enter Password
10/10/2022 12:21:58 AM | INFO | click login button
10/10/2022 12:22:00 AM | INFO | Getting page title
10/10/2022 12:22:00 AM | INFO | Actual page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:00 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:00 AM | INFO | Test Case Passed.
10/10/2022 12:22:00 AM | INFO | enter userID
10/10/2022 12:22:02 AM | INFO | enter Password
10/10/2022 12:22:02 AM | INFO | click login button
10/10/2022 12:22:02 AM | INFO | Getting page title
10/10/2022 12:22:02 AM | INFO | Actual page title is: 
10/10/2022 12:22:02 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:02 AM | ERROR | Test Case Failed.
10/10/2022 12:22:02 AM | INFO | enter userID
10/10/2022 12:22:04 AM | INFO | enter Password
10/10/2022 12:22:04 AM | INFO | click login button
10/10/2022 12:22:05 AM | INFO | Getting page title
10/10/2022 12:22:05 AM | INFO | Actual page title is: 
10/10/2022 12:22:05 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:05 AM | ERROR | Test Case Failed.
10/10/2022 12:22:05 AM | INFO | enter userID
10/10/2022 12:22:06 AM | INFO | enter Password
10/10/2022 12:22:06 AM | INFO | click login button
10/10/2022 12:22:06 AM | INFO | Getting page title
10/10/2022 12:22:06 AM | INFO | Actual page title is: 
10/10/2022 12:22:06 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:06 AM | ERROR | Test Case Failed.
10/10/2022 12:22:06 AM | INFO | enter userID
10/10/2022 12:22:08 AM | INFO | enter Password
10/10/2022 12:22:08 AM | INFO | click login button
10/10/2022 12:22:08 AM | INFO | Getting page title
10/10/2022 12:22:08 AM | INFO | Actual page title is: 
10/10/2022 12:22:08 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:08 AM | ERROR | Test Case Failed.
10/10/2022 12:22:08 AM | INFO | enter userID
10/10/2022 12:22:10 AM | INFO | enter Password
10/10/2022 12:22:10 AM | INFO | click login button
10/10/2022 12:22:10 AM | INFO | Getting page title
10/10/2022 12:22:10 AM | INFO | Actual page title is: 
10/10/2022 12:22:10 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:10 AM | ERROR | Test Case Failed.
10/10/2022 12:22:10 AM | INFO | enter userID
10/10/2022 12:22:12 AM | INFO | enter Password
10/10/2022 12:22:12 AM | INFO | click login button
10/10/2022 12:22:12 AM | INFO | Getting page title
10/10/2022 12:22:12 AM | INFO | Actual page title is: 
10/10/2022 12:22:12 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:22:12 AM | ERROR | Test Case Failed.
10/10/2022 12:30:22 AM | INFO | ********* Stard test_login_with_valid_credential ... *********
10/10/2022 12:30:22 AM | INFO | Go to https://www.demo.guru99.com/V4/
10/10/2022 12:30:26 AM | INFO | enter userID
10/10/2022 12:30:26 AM | INFO | enter Password
10/10/2022 12:30:26 AM | INFO | click login button
10/10/2022 12:30:27 AM | INFO | Getting page title
10/10/2022 12:30:27 AM | INFO | Actual page title is: 
10/10/2022 12:30:27 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:27 AM | ERROR | Test Case Failed.
10/10/2022 12:30:27 AM | INFO | enter userID
10/10/2022 12:30:29 AM | INFO | enter Password
10/10/2022 12:30:29 AM | INFO | click login button
10/10/2022 12:30:31 AM | INFO | Getting page title
10/10/2022 12:30:31 AM | INFO | Actual page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:31 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:31 AM | INFO | Test Case Passed.
10/10/2022 12:30:32 AM | INFO | enter userID
10/10/2022 12:30:33 AM | INFO | enter Password
10/10/2022 12:30:33 AM | INFO | click login button
10/10/2022 12:30:34 AM | INFO | Getting page title
10/10/2022 12:30:34 AM | INFO | Actual page title is: 
10/10/2022 12:30:34 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:34 AM | ERROR | Test Case Failed.
10/10/2022 12:30:34 AM | INFO | enter userID
10/10/2022 12:30:36 AM | INFO | enter Password
10/10/2022 12:30:36 AM | INFO | click login button
10/10/2022 12:30:36 AM | INFO | Getting page title
10/10/2022 12:30:36 AM | INFO | Actual page title is: 
10/10/2022 12:30:36 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:36 AM | ERROR | Test Case Failed.
10/10/2022 12:30:36 AM | INFO | enter userID
10/10/2022 12:30:38 AM | INFO | enter Password
10/10/2022 12:30:38 AM | INFO | click login button
10/10/2022 12:30:39 AM | INFO | Getting page title
10/10/2022 12:30:39 AM | INFO | Actual page title is: 
10/10/2022 12:30:39 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:39 AM | ERROR | Test Case Failed.
10/10/2022 12:30:39 AM | INFO | enter userID
10/10/2022 12:30:41 AM | INFO | enter Password
10/10/2022 12:30:41 AM | INFO | click login button
10/10/2022 12:30:41 AM | INFO | Getting page title
10/10/2022 12:30:41 AM | INFO | Actual page title is: 
10/10/2022 12:30:41 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:41 AM | ERROR | Test Case Failed.
10/10/2022 12:30:41 AM | INFO | enter userID
10/10/2022 12:30:43 AM | INFO | enter Password
10/10/2022 12:30:43 AM | INFO | click login button
10/10/2022 12:30:44 AM | INFO | Getting page title
10/10/2022 12:30:44 AM | INFO | Actual page title is: 
10/10/2022 12:30:44 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:44 AM | ERROR | Test Case Failed.
10/10/2022 12:30:44 AM | INFO | enter userID
10/10/2022 12:30:45 AM | INFO | enter Password
10/10/2022 12:30:46 AM | INFO | click login button
10/10/2022 12:30:46 AM | INFO | Getting page title
10/10/2022 12:30:46 AM | INFO | Actual page title is: 
10/10/2022 12:30:46 AM | INFO | Expected page title is: Guru99 Bank Manager HomePage
10/10/2022 12:30:46 AM | ERROR | Test Case Failed.
